,productId,Title,userId,Helpfulness,Score,Time,Text,Cat1,Cat2,Cat3,tokens,keyatm_label,Accuracy
28284,B000F3QG0U,"HoMedics SS-2000E Sound Spa Nature Sounds Machine with 6 Nature Sounds, Silver",A2GWE57F3MVPGB,0/0,5.0,1299542400,I really like the Homedics sound spa machine. It has several sounds and you can turn it up pretty loud. I used it to drown out noise in our baby's room. We are really happy with it!,health personal care,health care,alternative medicine,37,toys games,False
23733,B0007DHH7Y,Braun cruZer Z-50 Shaver,A22L6MYTAKZ9CI,1/1,3.0,1277424000,"I had bought the braun cruzer as my first electric shaver at 16 as i was sick of the irritation i would get from razors. The Trimmer and Beard trimmer were the big reasons as to me buying this product. Ill tell you this thing was pretty damn good. Like Braun says its sleek modern design does fit well into any hand, yet they should definitely have rethought the beard trimming attachment. I dropped this one time and the thing was done. cracked and i couldn't get a replacement. Also this shaver will not shave any beard longer than 2 mm very well. it takes many strokes over the area which also can cause some irritation. I find if you do have longer growth trim it with the trimming attachment (This works great and is also good for just creating the stubble look) then shave over it with the foil screen. I had recently upgraded to the Braun Series 5 Shaver. Wow. This beast gets the job done! Trimmer works great and the shaving is closer and you can definitely shave a 4 or 5 mm beard easily with the cutting comb in the center. I did have to buy a real beard trimmer for times when i do want it a bit longer. Philips Vacuum Trimmer does the job pretty well and keeps everything nice and clean.For someone who wants a shaver for an amazing price buy the cruzer.. yet be warned, it may not last very long.",health personal care,personal care,shaving hair removal,249,health personal care,True
2045,B00005R17A,Little People Zoo Train,A38DRSEGD05IVY,2/2,4.0,1072569600,"My one year old got this for Christmas and has really enjoyed it. She really likes the moving parts in the last car and the song that plays when you push the button on the engine. The train doesn't stay together very long - she's always pulling it apart - but that doesn't seem to diminish her pleasure in playing with the toy. If you want to get a little person a Little People toy but can't afford one of the bigger sets, this is a really nice alternative that will be enjoyed just as much!",toys games,action toy figures,playsets,96,toys games,True
1784,B0000789S7,Toddlerz Toddlin' Tunes Puppy,unknown,8/9,4.0,1066867200,"They have these puppies at my daughter's infant daycare, and they are a huge hit with the 6-9 month old babies. Just like the other reviewer said, the babies try to stuff the bone-shaped mallet (which is attached so it can't get lost) into their mouths. Because the other babies like this toy so much, I went ahead and ordered it for my baby.",toys games,baby toddler toys,music sound,64,toys games,True
39404,B0006N9I68,Cat Dancer 101 Cat Dancer Interactive Cat Toy,A1MCPZOUV6SYOV,0/0,5.0,1342051200,"I don't know what it is about this simple little toy but cats love it! Maybe it is the erratic movement, but I have had so much luck with these. Even my very haughty cat would chase this; when we were keeping in a cabinet she would hear the cabinet door open and dart from wherever she was to go and get in on the fun! It is not expensive so get one of these for your cat!",pet supplies,cats,toys,78,pet supplies,True
29365,B00065QU08,Sherpa The Ultimate Pet Carrier,APYXCVF6XQREF,4/5,5.0,1304380800,Great bag all around. Fit's two puppys perfect and is sturdy enough to take all their rolling around and chewing. My other bags collapsed. This one is holding it's own.,pet supplies,cats,carriers strollers,30,baby products,False
5303,B0007TZX8S,Walt Disney's Cinderella,A26EI17NGEE0DH,49/50,3.0,1132876800,I must start by saying that I paid $50.00 at Linens-n-Things for the castle by price matching and a coupon so I did not pay full price for this toy (a good thing at that). My 3 yr old daughter wanted this soooo very badly for her birthday so of course the little princess got her princess castle. While I was impressed with the beautiful detail of the castle itself I was suprised with the size. The castle itself appears to be a good size but the inside is small and really there is no room to play with the dolls. My daughter has had it for 3 days and really has not played all that much with it. Santa is bringing her the loving family twin dollhouse for x-mas and that I think she will enjoy more since there is all the accesories that you can put inside the house and can actually play inside the house with the dolls P.S. THe carraige that you can buy seperatly (which she also got) the horse does not stand up by itself!,toys games,dolls accessories,dollhouses,181,toys games,True
20391,B000C79UB6,"PetSafe Yard-and-Park RemoteTrainer, PDT00-10603",A3RLRR6NT342WR,3/3,5.0,1256774400,"So my wife and I reluctantly decided to try the shock-collar fix for our dog. We recently moved to a big city, and our gate is now inches away from the sidewalk, with people coming and going past the dogs all day. Our dog's never been aggressive, but since moving here she has been barking like crazy and her hair stands up like she's terrified or ready to kill. Our old place was a hundred feet away from the street, so we think she just got used to people being further away and now the new place freaks her out.Anyway, out of fear for pedestrians' safety, and out of a desire for her not to torture herself by freaking out all the time, we decide on this petsafe collar. Man...talk about an instant fix. First I put the collar on my own arm (my wife refused:) to get a voltage that was uncomfortable but not painful; for ours, it was 3. Then I put it on the poocho, and, lo and behold, she started her thing a few moments later. I pushed the button, but not long enough to get the shock--it just beeped, and she stopped and looked kind of confused. She then continued again, so I zapped her. She immediately stopped, turned away and laid down. I was like, ""Are you serious?"" This happened two more times that day, only one of which I had to zap her.Now, it's been a couple of weeks--my dog doesn't bark anymore, I don't have to yell at her anymore, and she is unbelievably happy now. Maybe once every few days I have to give her the warning sound, but she immediately stops doing whatever she's doing at the time and lays down.Amazing concept!Regarding this specific product, the design and build are both great. It comes with a lanyard to hang the remote around your neck. The range has been fine--I can use it from my 2nd-story loft about a 150' away from the dog with no problem (through several walls etc).The only complaint I have is the fact that the batteries have to be recharged every night, even if the product wasn't used that day. This is an easy fix for us, since the dogs sleep inside at night, but for others it may be a problem.What a relief!",pet supplies,dogs,training behavior aids,388,pet supplies,True
16893,B0001LEDCO,Preserves,A4MJPWVFEO9XE,1/1,4.0,1231891200,I sent this 4 pack as gifts to my family and they are enjoying it very much. My mom especially likes the apple butter. I will plan to purchase McCutcheons preserves again.,grocery gourmet food,pantry staples,jams,32,grocery gourmet food,True
25539,B000NUTUMQ,Olay Olay Age Defying Anti-Wrinkle Night Cream,A2R6G4MSK71KHZ,0/0,1.0,1287792000,"I have dry / combination skin.When I 1st used this I got small, irritating bumps that were the same color as my skin. I thought that my skin was just breaking out so I was sure to pamper it with thorough cleansing and continued to use this about 2-3 more times and each time I saw more of the suspicious bumps appear. They didn't look like acne to me, they looked like my skin was having a allergic reaction to something I put on it and the pharmacist at CVS agreed with that notion. I stopped using this and kept treating my skin with the addition of topical cortisone and a oral anti-histamine to my routine. That same day the irritating feeling and bumps slowly but surely started to go away. With in I'd say 3-4 days the bumps were completely gone! Fast forward about 1 month later silly me wanted to be SURE this was what caused my reaction (and not a cheaper detergent I started using around the same time I initially broke out) so 2 days ago I smeared some more of this stuff on and when I woke up the next morning...whoomp there they were, more of the same small, iritating bumps. I have never had a problem with beta hhydroxy acid and wanted to like this product but my skin just won't accept it.",beauty,skin care,face,229,beauty,True
